Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24.0,2000.0,34,34,3059,34.0,1,2,3,1,0,0,1,0,24,6,14,29,4,18,67,31,0,25.0,0.04,0.17,1.18,-0.26,-0.26,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.029421379535796013,0.058842759071592025,0.08826413860738803,0.029421379535796013,0.0,0.0,0.029421379535796013,0.0,0.7061131088591043,0.17652827721477607,0.41189931350114417,0.8532200065380844,0.11768551814318405,0.5295848316443282,1.971232428898333,0.9120627656096764,0.0
Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30.0,1994.0,31,20,1772,19.7,0,2,2,0,0,0,4,0,19,4,35,21,2,39,24,25,0,21.1,0.0,0.0,0.9,-1.27,-1.41,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.10158013544018057,0.10158013544018057,0.0,0.0,0.0,0.20316027088036115,0.0,0.9650112866817155,0.20316027088036115,1.7776523702031604,1.0665914221218962,0.10158013544018057,1.9808126410835214,1.2189616252821671,1.2697516930022574,0.0
Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21.0,2004.0,27,13,1260,14.0,1,0,1,1,0,0,4,0,11,2,13,22,1,2,18,21,0,18.2,0.09,0.5,1.48,0.21,0.09,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.7857142857142857,0.14285714285714285,0.9285714285714286,1.5714285714285714,0.07142857142857142,0.14285714285714285,1.2857142857142856,1.5,0.0
Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24.0,2001.0,34,9,1102,12.2,0,1,1,0,0,0,2,1,19,6,25,22,7,12,4,9,0,31.6,0.0,0.0,0.56,-2.04,-1.61,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.0,0.08166969147005444,0.08166969147005444,0.0,0.0,0.0,0.16333938294010888,0.08166969147005444,1.5517241379310345,0.4900181488203267,2.041742286751361,1.7967332123411979,0.5716878402903811,0.9800362976406534,0.32667876588021777,0.73502722323049,0.0
Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,27.0,1998.0,28,24,2174,24.2,9,1,10,6,3,3,2,0,48,21,12,42,14,24,7,9,0,43.8,0.13,0.29,1.18,0.08,0.95,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.37258509659613614,0.04139834406623735,0.41398344066237347,0.24839006439742412,0.12419503219871206,0.12419503219871206,0.0827966881324747,0.0,1.987120515179393,0.8693652253909844,0.49678012879484823,1.7387304507819688,0.5795768169273229,0.9935602575896965,0.28978840846366144,0.37258509659613614,0.0
Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26.0,1999.0,33,33,2925,32.5,0,1,1,0,0,0,4,0,23,5,21,24,0,10,76,44,0,21.7,0.0,0.0,2.12,0.98,1.65,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.03076923076923077,0.03076923076923077,0.0,0.0,0.0,0.12307692307692308,0.0,0.7076923076923077,0.15384615384615385,0.6461538461538462,0.7384615384615385,0.0,0.3076923076923077,2.3384615384615386,1.353846153846154,0.0
Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,19.0,2005.0,15,15,1305,14.5,0,0,0,0,0,0,3,0,1,0,16,11,0,0,5,13,0,0.0,0.0,,1.47,0.34,0.04,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.06896551724137931,0.0,1.103448275862069,0.7586206896551724,0.0,0.0,0.3448275862068965,0.896551724137931,0.0
Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,24.0,2001.0,18,18,1603,17.8,6,1,7,6,0,0,5,0,35,14,21,31,4,21,9,13,0,40.0,0.17,0.43,1.5,0.17,0.61,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3368683718028696,0.056144728633811605,0.3930131004366812,0.3368683718028696,0.0,0.0,0.280723643169058,0.0,1.965065502183406,0.7860262008733624,1.1790393013100435,1.7404865876481599,0.22457891453524642,1.1790393013100435,0.5053025577043044,0.7298814722395508,0.0
Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22.0,2003.0,14,11,1028,11.4,2,0,2,2,0,0,2,0,5,3,12,5,1,27,5,12,0,60.0,0.4,0.67,0.93,-0.44,-0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.17509727626459143,0.0,0.17509727626459143,0.17509727626459143,0.0,0.0,0.17509727626459143,0.0,0.4377431906614786,0.26264591439688717,1.0505836575875487,0.4377431906614786,0.08754863813229571,2.3638132295719845,0.4377431906614786,1.0505836575875487,0.0
Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22.0,2002.0,32,29,2608,29.0,2,3,5,2,0,0,8,0,16,10,33,51,3,47,18,27,1,62.5,0.13,0.2,1.19,-0.07,1.72,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.06901840490797546,0.1035276073619632,0.17254601226993865,0.06901840490797546,0.0,0.0,0.27607361963190186,0.0,0.5521472392638037,0.3450920245398773,1.1388036809815951,1.7599693251533743,0.1035276073619632,1.6219325153374233,0.6211656441717791,0.9317484662576686,0.03450920245398773
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21.0,2003.0,24,23,1808,20.1,3,1,4,3,0,0,2,0,20,6,31,10,2,5,38,23,0,30.0,0.15,0.5,1.75,0.7,0.64,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.14933628318584072,0.049778761061946904,0.19911504424778761,0.14933628318584072,0.0,0.0,0.09955752212389381,0.0,0.995575221238938,0.29867256637168144,1.5431415929203538,0.497787610619469,0.09955752212389381,0.2488938053097345,1.8915929203539825,1.1449115044247788,0.0
Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26.0,1999.0,24,16,1315,14.6,10,1,11,8,2,2,2,0,57,22,26,19,8,0,3,5,0,38.6,0.14,0.36,1.25,0.41,0.03,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.6844106463878327,0.06844106463878327,0.752851711026616,0.5475285171102662,0.13688212927756654,0.13688212927756654,0.13688212927756654,0.0,3.9011406844106467,1.505703422053232,1.779467680608365,1.3003802281368821,0.5475285171102662,0.0,0.20532319391634982,0.34220532319391633,0.0
Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,23.0,2001.0,35,32,2745,30.5,8,3,11,8,0,1,6,1,57,24,50,43,10,23,19,27,0,42.1,0.14,0.33,1.37,0.23,0.76,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.26229508196721313,0.09836065573770492,0.36065573770491804,0.26229508196721313,0.0,0.03278688524590164,0.19672131147540983,0.03278688524590164,1.8688524590163935,0.7868852459016393,1.639344262295082,1.4098360655737705,0.32786885245901637,0.7540983606557378,0.6229508196721312,0.8852459016393444,0.0
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26.0,1999.0,28,16,1421,15.8,2,1,3,2,0,0,2,1,27,10,32,22,0,18,20,22,0,37.0,0.07,0.2,1.07,-0.06,0.65,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1266713581984518,0.0633356790992259,0.1900070372976777,0.1266713581984518,0.0,0.0,0.1266713581984518,0.0633356790992259,1.710063335679099,0.633356790992259,2.0267417311752287,1.3933849401829697,0.0,1.1400422237860661,1.266713581984518,1.3933849401829697,0.0
Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,33.0,1991.0,16,11,1091,12.1,0,0,0,0,0,0,1,0,17,4,15,7,1,4,16,9,0,23.5,0.0,0.0,1.75,0.25,0.44,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.08249312557286893,0.0,1.4023831347387716,0.32997250229147573,1.2373968835930338,0.5774518790100825,0.08249312557286893,0.32997250229147573,1.319890009165903,0.7424381301558203,0.0
Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,22.0,2002.0,31,12,1301,14.5,5,1,6,5,0,0,2,0,36,13,19,36,4,72,7,9,0,36.1,0.14,0.38,1.39,0.14,0.55,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.34588777863182163,0.06917755572636433,0.415065334358186,0.34588777863182163,0.0,0.0,0.13835511145272866,0.0,2.490392006149116,0.8993082244427364,1.3143735588009224,2.490392006149116,0.2767102229054573,4.980784012298232,0.48424289008455035,0.622598001537279,0.0
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29.0,1996.0,28,23,1988,22.1,16,3,19,12,4,5,2,0,72,34,22,20,6,0,3,4,0,47.2,0.17,0.35,1.64,0.68,0.18,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.7243460764587526,0.1358148893360161,0.8601609657947686,0.5432595573440644,0.18108651911468815,0.22635814889336017,0.09054325955734407,0.0,3.2595573440643864,1.539235412474849,0.9959758551307847,0.9054325955734407,0.2716297786720322,0.0,0.1358148893360161,0.18108651911468815,0.0
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27.0,1997.0,26,21,1837,20.4,3,1,4,3,0,0,6,0,21,7,25,16,2,11,7,25,0,33.3,0.14,0.43,1.88,0.54,-0.05,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.14697876973326074,0.048992923244420256,0.19597169297768102,0.14697876973326074,0.0,0.0,0.2939575394665215,0.0,1.0288513881328252,0.34295046271094176,1.2248230811105063,0.7838867719107241,0.09798584648884051,0.5389221556886228,0.34295046271094176,1.2248230811105063,0.0
Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28.0,1997.0,24,22,2031,22.6,0,1,1,0,0,1,7,1,12,3,25,20,1,6,33,25,0,25.0,0.0,0.0,1.29,-0.31,0.48,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.044313146233382575,0.044313146233382575,0.0,0.0,0.044313146233382575,0.310192023633678,0.044313146233382575,0.5317577548005908,0.1329394387001477,1.1078286558345642,0.8862629246676514,0.044313146233382575,0.2658788774002954,1.4623338257016247,1.1078286558345642,0.0
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25.0,1999.0,28,28,2520,28.0,5,1,6,5,0,0,8,0,32,9,30,27,1,31,24,38,0,28.1,0.16,0.56,2.11,0.93,-0.74,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.17857142857142855,0.03571428571428571,0.2142857142857143,0.17857142857142855,0.0,0.0,0.2857142857142857,0.0,1.1428571428571428,0.3214285714285714,1.0714285714285714,0.9642857142857143,0.03571428571428571,1.1071428571428572,0.8571428571428572,1.3571428571428572,0.0
Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25.0,2000.0,34,34,2982,33.1,4,8,12,1,3,4,4,0,57,21,19,31,5,154,13,28,0,36.8,0.02,0.05,0.94,-0.69,-0.69,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.12072434607645875,0.2414486921529175,0.3621730382293763,0.030181086519114688,0.09054325955734407,0.12072434607645875,0.12072434607645875,0.0,1.7203219315895373,0.6338028169014085,0.5734406438631791,0.9356136820925554,0.15090543259557346,4.647887323943662,0.39235412474849096,0.8450704225352113,0.0
Joël Schmied,ch SUI,DF,Köln,de Bundesliga,26.0,1998.0,16,13,1078,12.0,0,0,0,0,0,0,5,0,5,0,16,8,0,5,11,9,0,0.0,0.0,,1.0,-0.75,-0.52,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4174397031539889,0.0,0.4174397031539889,0.0,1.3358070500927643,0.6679035250463822,0.0,0.4174397031539889,0.9183673469387754,0.75139146567718,0.0
Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26.0,1999.0,31,29,2252,25.0,3,3,6,3,0,0,5,0,25,7,21,17,3,14,32,17,0,28.0,0.12,0.43,0.81,-1.0,-0.33,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.11989342806394317,0.11989342806394317,0.23978685612788633,0.11989342806394317,0.0,0.0,0.1998223801065719,0.0,0.9991119005328597,0.2797513321492007,0.839253996447602,0.6793960923623446,0.11989342806394317,0.5595026642984015,1.2788632326820604,0.6793960923623446,0.0
Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21.0,2003.0,37,34,2849,31.7,3,1,4,3,0,0,5,0,44,13,45,60,1,88,35,38,0,29.5,0.07,0.23,1.51,0.25,0.88,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.09477009477009476,0.03159003159003159,0.12636012636012636,0.09477009477009476,0.0,0.0,0.15795015795015796,0.0,1.38996138996139,0.41067041067041066,1.4215514215514216,1.8954018954018954,0.03159003159003159,2.77992277992278,1.1056511056511056,1.2004212004212005,0.0
Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,25.0,2000.0,31,28,2498,27.8,0,0,0,0,0,0,5,0,31,5,11,9,4,67,17,26,0,16.1,0.0,0.0,1.0,-0.61,-1.09,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1801441152922338,0.0,1.1168935148118495,0.1801441152922338,0.39631705364291436,0.32425940752602084,0.14411529223378702,2.413931144915933,0.6124899919935949,0.9367493995196157,0.0
Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25.0,2000.0,21,13,1186,13.2,0,1,1,0,0,0,1,0,5,1,16,31,3,11,17,22,0,20.0,0.0,0.0,1.57,0.08,-0.31,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07588532883642496,0.07588532883642496,0.0,0.0,0.0,0.07588532883642496,0.0,0.3794266441821248,0.07588532883642496,1.2141652613827993,2.3524451939291735,0.22765598650927485,0.8347386172006745,1.2900505902192243,1.669477234401349,0.0
Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24.0,2001.0,33,31,2694,29.9,0,2,2,0,0,0,2,0,20,7,18,6,0,6,60,47,0,35.0,0.0,0.0,1.88,0.67,0.91,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.06681514476614699,0.06681514476614699,0.0,0.0,0.0,0.06681514476614699,0.0,0.6681514476614699,0.23385300668151449,0.6013363028953229,0.20044543429844097,0.0,0.20044543429844097,2.0044543429844097,1.5701559020044544,0.0
Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25.0,2000.0,30,29,2625,29.2,0,0,0,0,0,0,6,0,17,6,28,20,1,5,35,24,1,35.3,0.0,0.0,0.87,-0.45,-0.65,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.20571428571428574,0.0,0.5828571428571429,0.20571428571428574,0.96,0.6857142857142857,0.03428571428571429,0.17142857142857143,1.2000000000000002,0.822857142857143,0.03428571428571429
Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,25.0,2000.0,20,20,1798,20.0,10,3,13,9,1,2,6,0,49,27,37,14,12,28,6,20,0,55.1,0.18,0.33,1.25,-0.35,-0.96,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.5005561735261401,0.15016685205784205,0.6507230255839822,0.45050055617352613,0.05005561735261402,0.10011123470522804,0.3003337041156841,0.0,2.4527252502780867,1.3515016685205783,1.8520578420467186,0.7007786429365962,0.6006674082313682,1.4015572858731924,0.3003337041156841,1.0011123470522802,0.0
Antoine Semenyo,gh GHA,"MF,FW",Manchester City,eng Premier League,25.0,2000.0,17,17,1397,15.5,7,1,8,7,0,0,1,0,34,14,17,7,7,21,6,11,0,41.2,0.21,0.5,2.06,0.9,-0.34,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.4509663564781675,0.06442376521116679,0.5153901216893343,0.4509663564781675,0.0,0.0,0.06442376521116679,0.0,2.1904080171796707,0.901932712956335,1.0952040085898354,0.4509663564781675,0.4509663564781675,1.3528990694345024,0.38654259126700075,0.7086614173228346,0.0
Marvin Senaya,gh GHA,"DF,MF",Auxerre,fr Ligue 1,24.0,2001.0,25,20,1780,19.8,1,0,1,1,0,0,5,0,15,5,26,32,1,42,34,31,0,33.3,0.07,0.2,0.8,-0.71,-0.99,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.050561797752808994,0.0,0.050561797752808994,0.050561797752808994,0.0,0.0,0.25280898876404495,0.0,0.7584269662921348,0.25280898876404495,1.3146067415730338,1.6179775280898878,0.050561797752808994,2.1235955056179776,1.7191011235955056,1.5674157303370786,0.0
Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28.0,1997.0,37,37,3288,36.5,0,5,5,0,0,0,8,0,17,5,35,37,1,28,50,34,0,29.4,0.0,0.0,1.54,0.08,-0.6,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.13686131386861314,0.13686131386861314,0.0,0.0,0.0,0.21897810218978103,0.0,0.46532846715328463,0.13686131386861314,0.9580291970802919,1.0127737226277373,0.02737226277372263,0.7664233576642335,1.3686131386861313,0.9306569343065693,0.0
Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28.0,1997.0,20,12,1108,12.3,2,0,2,2,0,0,3,0,19,7,19,12,1,7,10,20,0,36.8,0.11,0.29,0.55,-1.3,-0.52,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.1624548736462094,0.0,0.1624548736462094,0.1624548736462094,0.0,0.0,0.24368231046931407,0.0,1.5433212996389893,0.5685920577617328,1.5433212996389893,0.9747292418772563,0.0812274368231047,0.5685920577617328,0.8122743682310469,1.6245487364620939,0.0
Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22.0,2003.0,30,17,1643,18.3,11,1,12,11,0,0,2,0,61,34,17,6,7,2,3,3,0,55.7,0.18,0.32,1.8,0.38,-0.22,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.6025562994522216,0.054777845404747415,0.657334144856969,0.6025562994522216,0.0,0.0,0.10955569080949483,0.0,3.341448569689592,1.862446743761412,0.931223371880706,0.3286670724284845,0.38344491783323187,0.10955569080949483,0.16433353621424224,0.16433353621424224,0.0
Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,25.0,2000.0,27,20,1823,20.3,3,1,4,3,0,0,0,0,16,4,33,3,4,55,23,29,0,25.0,0.19,0.75,1.33,0.15,0.54,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.14810751508502468,0.04936917169500823,0.1974766867800329,0.14810751508502468,0.0,0.0,0.0,0.0,0.7899067471201316,0.1974766867800329,1.6291826659352715,0.14810751508502468,0.1974766867800329,2.7153044432254525,1.1354909489851892,1.4317059791552387,0.0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30.0,1995.0,38,38,3219,35.8,1,1,2,1,0,0,9,0,10,3,48,20,0,54,43,45,0,30.0,0.1,0.33,1.87,0.59,1.48,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.027958993476234855,0.027958993476234855,0.05591798695246971,0.027958993476234855,0.0,0.0,0.2516309412861137,0.0,0.27958993476234856,0.08387698042870456,1.342031686859273,0.5591798695246971,0.0,1.509785647716682,1.2022367194780987,1.2581547064305685,0.0
Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27.0,1998.0,26,21,1681,18.7,0,0,0,0,0,0,3,1,9,2,30,4,0,2,14,20,0,22.2,0.0,0.0,0.88,-0.54,0.71,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.16061867935752527,0.05353955978584176,0.4818560380725758,0.10707911957168352,1.6061867935752527,0.21415823914336704,0.0,0.10707911957168352,0.7495538370017846,1.0707911957168352,0.0
Djibril Sidibé,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33.0,1992.0,33,26,2231,24.8,3,4,7,2,1,2,1,0,8,5,30,14,5,58,18,32,0,62.5,0.25,0.4,1.3,-0.12,-0.56,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.12102196324518152,0.16136261766024204,0.28238458090542357,0.08068130883012102,0.04034065441506051,0.08068130883012102,0.04034065441506051,0.0,0.3227252353204841,0.20170327207530256,1.2102196324518153,0.5647691618108471,0.20170327207530256,2.3397579560735093,0.7261317794710892,1.2909009412819363,0.0
Jamil Siebert,de GER,DF,Lecce,it Serie A,23.0,2002.0,21,18,1701,18.9,1,0,1,1,0,0,3,0,6,2,22,7,1,5,15,15,0,33.3,0.17,0.5,1.0,-0.95,-0.74,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.05291005291005291,0.0,0.05291005291005291,0.05291005291005291,0.0,0.0,0.15873015873015872,0.0,0.31746031746031744,0.10582010582010581,1.164021164021164,0.3703703703703704,0.05291005291005291,0.26455026455026454,0.7936507936507936,0.7936507936507936,0.0
Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25.0,2000.0,15,12,1081,12.0,0,0,0,0,0,0,2,0,5,3,13,13,1,13,21,16,0,60.0,0.0,0.0,0.73,-1.08,-0.26,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.16651248843663274,0.0,0.4162812210915819,0.24976873265494912,1.0823311748381128,1.0823311748381128,0.08325624421831637,1.0823311748381128,1.7483811285846438,1.332099907493062,0.0
André Silva,pt POR,FW,Elche,es La Liga,29.0,1995.0,31,22,1849,20.5,10,0,10,7,3,3,3,0,57,29,24,34,6,3,4,8,0,50.9,0.12,0.24,1.0,-0.58,-0.81,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.48674959437533805,0.0,0.48674959437533805,0.34072471606273663,0.1460248783126014,0.1460248783126014,0.1460248783126014,0.0,2.7744726879394266,1.41157382368848,1.1681990265008113,1.6549486208761492,0.2920497566252028,0.1460248783126014,0.19469983775013522,0.38939967550027044,0.0
Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,30.0,1994.0,38,34,2872,31.9,2,4,6,2,0,0,10,0,30,7,36,22,5,72,21,28,0,23.3,0.07,0.29,2.05,1.16,0.34,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.06267409470752089,0.12534818941504178,0.1880222841225627,0.06267409470752089,0.0,0.0,0.31337047353760444,0.0,0.9401114206128134,0.21935933147632314,1.128133704735376,0.6894150417827298,0.15668523676880222,2.256267409470752,0.6580779944289693,0.8774373259052926,0.0
Caio Henrique Oliveira Silva,br BRA,"DF,MF",Monaco,fr Ligue 1,28.0,1997.0,22,17,1536,17.1,0,2,2,0,0,0,2,0,2,0,13,17,1,90,12,11,0,0.0,0.0,,1.55,0.0,-0.35,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.1171875,0.1171875,0.0,0.0,0.0,0.1171875,0.0,0.1171875,0.0,0.76171875,0.99609375,0.05859375,5.2734375,0.703125,0.64453125,0.0
Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30.0,1995.0,32,27,2230,24.8,11,0,11,11,0,0,1,0,78,28,31,41,18,9,5,9,0,35.9,0.14,0.39,1.31,-0.32,0.51,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.4439461883408071,0.0,0.4439461883408071,0.4439461883408071,0.0,0.0,0.04035874439461883,0.0,3.147982062780269,1.1300448430493273,1.251121076233184,1.6547085201793723,0.726457399103139,0.3632286995515695,0.20179372197309417,0.3632286995515695,0.0
Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,22.0,2002.0,31,25,2099,23.3,4,6,10,4,0,0,2,0,36,14,21,40,7,48,20,25,0,38.9,0.11,0.29,1.9,0.69,0.55,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1715102429728442,0.2572653644592663,0.4287756074321105,0.1715102429728442,0.0,0.0,0.0857551214864221,0.0,1.5435921867555977,0.6002858504049547,0.9004287756074322,1.715102429728442,0.3001429252024774,2.0581229156741303,0.857551214864221,1.0719390185802764,0.0
Moses Simon,ng NGA,"MF,FW",Paris FC,fr Ligue 1,30.0,1995.0,29,25,2001,22.2,3,3,6,3,0,0,1,0,34,11,15,19,11,143,8,11,0,32.4,0.09,0.27,1.28,0.04,0.38,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.13493253373313344,0.13493253373313344,0.2698650674662669,0.13493253373313344,0.0,0.0,0.04497751124437781,0.0,1.5292353823088456,0.4947526236881559,0.6746626686656672,0.8545727136431784,0.4947526236881559,6.431784107946027,0.35982008995502246,0.4947526236881559,0.0
Xavi Simons,nl NED,"MF,FW",Tottenham Hotspur,eng Premier League,22.0,2003.0,28,19,1755,19.5,2,5,7,2,0,0,5,1,42,10,21,44,0,51,15,20,0,23.8,0.05,0.2,0.82,-0.36,-0.25,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.10256410256410256,0.25641025641025644,0.358974358974359,0.10256410256410256,0.0,0.0,0.25641025641025644,0.05128205128205128,2.153846153846154,0.5128205128205129,1.076923076923077,2.2564102564102564,0.0,2.6153846153846154,0.7692307692307693,1.0256410256410258,0.0
Danel Sinani,lu LUX,"MF,FW",St Pauli,de Bundesliga,28.0,1997.0,30,23,2069,23.0,5,3,8,2,3,3,4,0,49,18,39,27,10,135,5,16,0,36.7,0.04,0.11,0.77,-1.09,-0.54,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.21749637506041564,0.13049782503624938,0.34799420009666504,0.08699855002416626,0.13049782503624938,0.13049782503624938,0.17399710004833252,0.0,2.1314644755920735,0.7829869502174964,1.6964717254712423,1.1744804253262446,0.4349927501208313,5.872402126631223,0.21749637506041564,0.6959884001933301,0.0
Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25.0,1999.0,32,32,2770,30.8,12,4,16,9,3,4,8,0,93,39,30,53,13,32,26,26,0,41.9,0.1,0.23,1.06,-0.13,1.73,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3898916967509025,0.1299638989169675,0.51985559566787,0.2924187725631769,0.09747292418772563,0.1299638989169675,0.259927797833935,0.0,3.0216606498194944,1.2671480144404332,0.9747292418772563,1.7220216606498195,0.4223826714801444,1.03971119133574,0.8447653429602888,0.8447653429602888,0.0
Ellyes Skhiri,tn TUN,"MF,DF",Eintracht Frankfurt,de Bundesliga,30.0,1995.0,25,16,1444,16.0,0,0,0,0,0,0,3,1,8,0,11,13,0,3,25,8,0,0.0,0.0,,1.36,-0.75,-1.19,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18698060941828257,0.062326869806094184,0.4986149584487535,0.0,0.685595567867036,0.8102493074792244,0.0,0.18698060941828257,1.5581717451523547,0.4986149584487535,0.0
