Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90,Gls_per90_z,Ast_per90_z,G-PK_per90_z,Sh_per90_z,SoT_per90_z,Crs_per90_z,Fld_per90_z,TklW_per90_z,Int_per90_z,Fls_per90_z,Off_per90_z,CrdY_per90_z
Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,32.0,1992.0,22,17,1504,16.7,1,0,1,1,0,0,9,0,13,4,39,15,0,17,22,32,0,30.8,0.08,0.25,0.5,-0.54,0.73,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0598404255319148,0.0,0.0598404255319148,0.0598404255319148,0.0,0.0,0.538563829787234,0.0,0.7779255319148937,0.2393617021276595,2.333776595744681,0.8976063829787234,0.0,1.0172872340425532,1.3164893617021276,1.9148936170212765,0.0,-0.5833748322025459,-1.1563710848352395,-0.5565573934934495,-0.8092332497151565,-0.6795948428014782,-0.7205493120010382,-0.5256622576800674,2.076798034779249,1.3498065394222558,2.2932038466082547,-0.8633126317738823,2.8975132611758934
Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28.0,1996.0,33,32,2798,31.1,1,1,2,1,0,0,6,0,24,9,34,10,5,11,36,18,0,37.5,0.04,0.11,1.39,-0.32,-0.9,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0321658327376697,0.0321658327376697,0.0643316654753395,0.0321658327376697,0.0,0.0,0.1929949964260185,0.0,0.7719799857040743,0.2894924946390279,1.093638313080772,0.3216583273766976,0.1608291636883488,0.3538241601143674,1.1579699785561115,0.5789849892780558,0.0,-0.21171555718600654,-0.2920369139696099,-0.19225494211543356,0.6070064071464442,0.9448835119466894,-0.5542639545887913,-1.0062308463373821,-1.207845577056201,0.2011062687950428,0.1276556416853928,1.2828396447027255,-0.0882001387180472
Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998.0,26,11,1136,12.6,4,0,4,4,0,0,3,0,26,12,23,27,4,5,1,2,0,46.2,0.15,0.33,1.42,0.16,0.36,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.3169014084507042,0.0,0.3169014084507042,0.3169014084507042,0.0,0.0,0.2376760563380281,0.0,2.0598591549295775,0.9507042253521126,1.8221830985915497,2.1390845070422535,0.3169014084507042,0.3961267605633803,0.079225352112676,0.1584507042253521,0.0,-0.29288168256134595,-1.1734021059287691,-0.08499328208716739,-0.569627561232777,-0.17896913070750167,-0.5171770599286704,1.0723658701828493,-1.0314776343880725,-0.9259268804138375,0.7811272824282043,-0.6050935595069173,0.9184472907257595
Carles Aleñá,es ESP,MF,Alavés,es La Liga,27.0,1998.0,34,23,1989,22.1,0,4,4,0,0,0,5,0,29,5,38,36,1,121,12,24,0,17.2,0.0,0.0,1.06,-0.54,-0.54,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.1809954751131221,0.1809954751131221,0.0,0.0,0.0,0.2262443438914027,0.0,1.3122171945701355,0.2262443438914027,1.7194570135746607,1.6289592760180998,0.0452488687782805,5.475113122171946,0.5429864253393666,1.0859728506787332,0.0,-1.0341415412128914,0.5514304624951066,-1.0585089693537577,-0.104780478494153,-0.7202285415758337,1.6044856123693303,0.5819085273201646,0.10018823748080001,-0.6086619978517642,1.053858641223599,-0.5898389687957678,0.29920211132554436
Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,26.0,1998.0,21,14,1163,12.9,0,4,4,0,0,0,4,0,10,2,10,5,0,126,13,10,0,20.0,0.0,0.0,2.05,0.85,-0.38,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.3095442820292347,0.3095442820292347,0.0,0.0,0.0,0.3095442820292347,0.0,0.7738607050730868,0.1547721410146173,0.7738607050730868,0.3869303525365434,0.0,9.750644883920897,1.0060189165950129,0.7738607050730868,0.0,-0.809444991619996,4.1247649801944535,-0.8221765122714052,0.6127529670670365,-0.06474681386564794,5.774568255017576,-0.8598706852780356,-0.7082977954084562,-0.21154788518364456,-0.7000800008361457,-0.807986293660309,0.9344871188587447
Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,21.0,2004.0,24,20,1667,18.5,4,3,7,4,0,0,1,0,32,14,14,32,5,39,4,9,0,43.8,0.13,0.29,0.67,-0.76,-0.17,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.2159568086382723,0.1619676064787042,0.3779244151169766,0.2159568086382723,0.0,0.0,0.053989202159568,0.0,1.7276544691061786,0.7558488302339532,0.7558488302339532,1.7276544691061786,0.2699460107978405,2.1055788842231555,0.2159568086382723,0.4859028194361128,0.0,-0.8125919305513071,0.46623700006701635,-0.6770797772378087,-1.003685453050352,-0.6803835524519248,0.6662664057945746,0.4519582357906722,-0.03310537309660423,-0.25404947471347433,-1.0808343298591085,-0.7507092015363414,-0.9125830425144971
Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24.0,2001.0,27,16,1311,14.6,3,1,4,3,0,0,2,1,21,10,13,16,2,40,9,18,0,47.6,0.14,0.3,1.78,0.07,-0.66,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.205949656750572,0.068649885583524,0.2745995423340961,0.205949656750572,0.0,0.0,0.137299771167048,0.068649885583524,1.4416475972540046,0.6864988558352403,0.8924485125858123,1.0983981693363845,0.137299771167048,2.745995423340961,0.6178489702517163,1.2356979405034323,0.0,0.517238619774661,-0.5086179807848851,0.6690314656437353,0.06587089457384755,0.7055039009651802,0.18108009547913037,-0.22158044087951514,0.45721642577762084,-0.4191139923580404,-0.6145710332665978,-0.033504675002760984,-0.44076348629152917
Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000.0,22,11,1017,11.3,0,2,2,0,0,0,0,0,9,3,12,22,0,65,8,11,0,33.3,0.0,0.0,1.23,0.0,0.34,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.1769911504424778,0.1769911504424778,0.0,0.0,0.0,0.0,0.0,0.7964601769911505,0.2654867256637168,1.0619469026548671,1.9469026548672568,0.0,5.752212389380531,0.7079646017699115,0.9734513274336284,0.0,-1.0341415412128914,0.5136472424214261,-1.0585089693537577,-0.7847956943494613,-0.598667241548436,1.7490102057351211,1.0634063118358368,-0.1681258816533683,-0.19094597805822924,-0.2726203236531075,-0.8633126317738823,-1.5830153866876162
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990.0,32,31,2768,30.8,1,0,1,0,1,1,5,0,24,3,23,20,0,19,30,24,0,12.5,0.0,0.0,1.41,0.1,-0.18,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.032514450867052,0.0,0.032514450867052,0.0,0.032514450867052,0.032514450867052,0.1625722543352601,0.0,0.7803468208092484,0.097543352601156,0.7478323699421965,0.6502890173410405,0.0,0.6177745664739884,0.9754335260115606,0.7803468208092484,0.0,-0.2052372757434409,-0.8042256269931214,-0.8221765122714052,0.632571369186924,-0.49363464511952065,-0.3764912926846104,-0.26933873069616665,-0.6916711741063027,-0.294608762234661,-0.7674536385262983,-0.807986293660309,-0.3551511587584925
Sergi Altimira,es ESP,MF,Real Betis,es La Liga,23.0,2001.0,24,13,1186,13.2,1,2,3,1,0,0,3,0,7,3,14,22,0,3,20,36,0,42.9,0.14,0.33,1.5,-0.38,-1.02,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0758853288364249,0.1517706576728499,0.2276559865092748,0.0758853288364249,0.0,0.0,0.2276559865092748,0.0,0.5311973018549747,0.2276559865092748,1.0623946037099494,1.669477234401349,0.0,0.2276559865092748,1.5177065767284992,2.7318718381112985,0.0,-0.46251158307498225,0.27567667133679213,-0.42197004010088734,-1.1345394402336395,-0.7158556899788474,-1.1323913789552078,0.6432694755029813,4.024930138057593,1.8592778888655028,-0.27171711924262476,-0.8633126317738823,0.3109461328139903
Carlos Álvarez,es ESP,MF,Levante,es La Liga,21.0,2003.0,30,23,1890,21.0,3,1,4,3,0,0,3,0,30,11,22,49,2,54,13,13,0,36.7,0.1,0.27,0.93,-0.71,-0.77,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1428571428571428,0.0476190476190476,0.1904761904761905,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,1.4285714285714284,0.5238095238095238,1.0476190476190477,2.3333333333333335,0.0952380952380952,2.571428571428571,0.6190476190476191,0.6190476190476191,0.0,0.04197453871022029,-0.707056630120946,0.13980082444609054,0.04863023014046302,0.20154043574076,0.09003256748695679,1.6486221959463836,-1.0132221449374834,-0.41607907698324464,-0.3015257321041354,-0.2877156839818505,-0.39452948079930666
Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22.0,2003.0,28,15,1340,14.9,4,2,6,4,0,0,2,0,14,8,16,17,2,23,10,9,0,57.1,0.29,0.5,1.43,0.13,0.0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.2686567164179104,0.1343283582089552,0.4029850746268656,0.2686567164179104,0.0,0.0,0.1343283582089552,0.0,0.9402985074626866,0.5373134328358209,1.0746268656716418,1.1417910447761193,0.1343283582089552,1.5447761194029852,0.6716417910447761,0.6044776119402985,0.0,-0.5412680341557049,0.18643788894435265,-0.36797058516624703,-2.032442973354124,-1.2427328774507291,0.2780260108748926,-0.4314827083583461,0.32841858178264716,1.9851166365506372,-0.5242054354885374,-1.171279626650173,-0.11174494045612786
Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25.0,2000.0,29,22,1895,21.1,8,4,12,6,2,3,2,0,54,26,14,18,2,86,3,13,0,48.1,0.11,0.23,1.97,0.71,0.54,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.3799472295514511,0.1899736147757255,0.5699208443271767,0.2849604221635883,0.0949868073878627,0.1424802110817941,0.0949868073878627,0.0,2.5646437994722957,1.2348284960422162,0.6649076517150395,0.8548812664907651,0.0949868073878627,4.084432717678101,0.1424802110817941,0.6174142480211081,0.0,0.031707838620396694,0.7497489158442996,-0.2723418540517277,0.08992291467042425,0.5521576969856434,2.0362150615135453,-0.8641225265955774,0.367861230089224,-0.6151022053753071,-1.2396297361430977,-1.2932836020737994,-0.5039100370402724
Aurele Amenda,ch SUI,DF,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,24,18,1678,18.6,0,0,0,0,0,0,5,0,10,2,22,13,0,6,29,12,1,20.0,0.0,0.0,1.17,-0.32,-0.45,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.268176400476758,0.0,0.5363528009535161,0.1072705601907032,1.1799761620977354,0.6972586412395709,0.0,0.3218116805721096,1.555423122765197,0.6436233611442193,0.0536352800953516,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,-0.1129551981836285,-0.42073635244387486,-0.5758246097924308,-0.1640182399981868,-1.0421504562283892,1.2804714858131254,0.3511388160553323,-0.807986293660309,0.5714955731130839
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27.0,1998.0,23,22,1961,21.8,0,1,1,0,0,0,3,0,10,2,23,18,2,29,8,18,0,20.0,0.0,0.0,0.65,-0.87,-0.54,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0458949515553289,0.0458949515553289,0.0,0.0,0.0,0.1376848546659867,0.0,0.4589495155532891,0.0917899031106578,1.055583885772565,0.8261091279959204,0.0917899031106578,1.3309535951045386,0.3671596124426313,0.8261091279959204,0.0,-0.809444991619996,-0.07342296557558575,-0.8221765122714052,-0.3494618375748509,-0.5367525328577845,0.10384035780413185,0.12490458640487657,-0.5743632840753606,-1.9465008513821036,0.029152791423310242,0.3853091628495878,-0.5735311032108025
Mohamed Amine Sbai,fr FRA,"MF,FW",Angers,fr Ligue 1,24.0,2000.0,25,23,1818,20.2,3,1,4,3,0,1,3,1,34,16,15,24,5,59,4,10,0,47.1,0.09,0.19,1.2,-0.45,0.28,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.1485148514851485,0.0495049504950495,0.198019801980198,0.1485148514851485,0.0,0.0495049504950495,0.1485148514851485,0.0495049504950495,1.683168316831683,0.792079207920792,0.7425742574257425,1.188118811881188,0.2475247524752475,2.920792079207921,0.198019801980198,0.4950495049504951,0.0,0.08459299732103703,-0.6892619982510728,0.1872586380619266,0.38431108764789024,1.032560625792339,0.272247480602009,-0.08570627747653654,-1.3089028627126524,-1.4820992486985274,-0.9169314738814008,0.6326695345172898,-0.3474607320512543
Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,29.0,1996.0,16,11,989,11.0,2,1,3,2,0,0,4,0,9,2,22,16,2,28,6,13,0,22.2,0.22,1.0,2.0,1.18,0.97,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.1820020222446916,0.0910010111223458,0.2730030333670374,0.1820020222446916,0.0,0.0,0.3640040444893832,0.0,0.8190091001011123,0.1820020222446916,2.0020222446916076,1.456016177957533,0.1820020222446916,2.5480283114256825,0.5460060667340748,1.1830131445904954,0.0,2.5726519902734433,0.6448178705193032,2.742071320481703,0.750704413530501,0.13932119158805623,0.9235496927535956,1.5373519106456324,0.3405306472881281,-1.4608067645147294,2.478982746709162,1.5580929684386886,1.4123562437563746
Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,28.0,1996.0,26,24,2083,23.1,12,2,14,4,8,8,6,0,54,22,20,26,3,136,19,18,0,40.7,0.07,0.18,1.08,-0.04,0.69,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.5184829572731637,0.0864138262121939,0.6048967834853577,0.1728276524243878,0.3456553048487757,0.3456553048487757,0.2592414786365818,0.0,2.3331733077292367,0.9505520883341336,0.8641382621219396,1.123379740758521,0.1296207393182909,5.8761401824291895,0.8209313490158426,0.7777244359097455,0.0,2.8714933912012843,-0.3410044795447792,0.39119851042330284,1.2413295461985505,1.5234627701602226,1.8136462983437502,-0.18374800877472336,-0.6348480426723204,0.09507985305197571,-0.6716849104633837,-0.07991496159125606,0.5737185183809443
Samuel Amo-Ameyaw,eng ENG,"MF,DF",Strasbourg,fr Ligue 1,19.0,2006.0,25,9,1047,11.6,2,2,4,2,0,0,2,0,17,5,15,26,2,50,3,12,0,29.4,0.12,0.4,1.4,-0.43,-1.15,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.1719197707736389,0.1719197707736389,0.3438395415472779,0.1719197707736389,0.0,0.0,0.1719197707736389,0.0,1.4613180515759312,0.4297994269340974,1.2893982808022924,2.2349570200573066,0.1719197707736389,4.2979942693409745,0.2578796561604584,1.0315186246418335,0.0,0.26089786729056685,0.46579571441980266,0.3835830461073778,0.09180599150085818,-0.08967505821636268,0.9905445317509405,1.4996397668651993,-0.029661032870765932,-1.3305372628977779,0.186246336545797,0.17573056911144727,-0.15274581513148427
Mohamed Amoura,dz ALG,"FW,MF",Wolfsburg,de Bundesliga,25.0,2000.0,30,23,1919,21.3,8,3,11,7,1,1,2,0,60,19,21,11,12,34,7,22,0,31.7,0.12,0.37,0.97,0.0,1.89,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3751954142782699,0.1406982803543512,0.5158936946326211,0.3282959874934861,0.0468994267847837,0.0468994267847837,0.0937988535695674,0.0,2.8139656070870247,0.8910891089108911,0.9848879624804586,0.5158936946326211,0.5627931214174049,1.5945805106826472,0.3282959874934861,1.0317873892652425,0.0,0.0072432600434717605,0.25092222429268723,-0.018158836443777877,0.41568622511008024,-0.33237457847288304,0.31250529263333887,-1.375292004156999,1.6312479386346337,0.29796801976571696,-0.6809015089703628,0.15745305798887227,-0.5157518179097624
Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,24.0,2000.0,35,35,3119,34.7,1,1,2,1,0,0,10,0,26,6,50,36,0,25,50,46,0,23.1,0.04,0.17,1.29,-0.12,0.78,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0288554023725553,0.0288554023725553,0.0577108047451106,0.0288554023725553,0.0,0.0,0.288554023725553,0.0,0.750240461686438,0.1731324142353318,1.4427701186277653,1.038794485411991,0.0,0.7213850593138826,1.4427701186277653,1.327348509137544,0.0,-0.8167792038125834,-0.8841029478009288,-0.8164649904842788,-0.8457354559202123,-0.8847536015840592,-0.8748807972825317,-0.31184507184131793,0.6757625392855285,1.669542739086819,0.49566289653659634,-0.8633126317738823,0.8175813453086493
Sofyan Amrabat,ma MAR,MF,Real Betis,es La Liga,28.0,1996.0,17,14,1295,14.4,0,0,0,0,0,0,4,0,8,1,22,19,0,6,11,13,0,12.5,0.0,0.0,1.53,0.42,0.21,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.277992277992278,0.0,0.555984555984556,0.0694980694980695,1.528957528957529,1.3204633204633205,0.0,0.416988416988417,0.7644787644787645,0.9034749034749034,0.0,-1.0341415412128914,-1.1563710848352395,-1.0585089693537577,-1.101857946055412,-1.2057821708193006,-1.0336426785288098,0.11471804935099181,-0.3349887360936296,-0.0478551061655781,0.6695397463993279,-0.8633126317738823,0.7297139436896359
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29.0,1996.0,33,33,2875,31.9,0,1,1,0,0,0,7,1,16,4,30,13,0,15,34,26,0,25.0,0.0,0.0,1.36,-0.09,0.07,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0313043478260869,0.0313043478260869,0.0,0.0,0.0,0.2191304347826086,0.0313043478260869,0.5008695652173913,0.1252173913043478,0.9391304347826088,0.4069565217391304,0.0,0.4695652173913044,1.0643478260869563,0.8139130434782608,0.0,-0.809444991619996,-0.3057546638488483,-0.8221765122714052,-0.22137463794364656,-0.28623800488843304,-0.4763114477997243,-0.8149657916009282,-0.6056269381470324,-0.05314381423967517,-0.27228379971131744,-0.807986293660309,0.14113099480312521
Elliot Anderson,eng ENG,MF,Nottingham Forest,eng Premier League,22.0,2002.0,38,37,3331,37.0,4,4,8,3,1,1,8,0,44,10,57,80,2,175,41,60,0,22.7,0.07,0.3,1.16,-0.11,-1.12,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1080756529570699,0.1080756529570699,0.2161513059141399,0.0810567397178024,0.0270189132392674,0.0270189132392674,0.2161513059141399,0.0,1.1888321825277697,0.2701891323926749,1.5400780546382469,2.161513059141399,0.0540378264785349,4.72830981687181,1.1077754428099669,1.6211347943560497,0.0,-0.22002790524584198,-0.13661207023300045,-0.378591373952463,-0.2674611260423948,-0.5841005753724033,1.2149809950890322,1.3884152318707388,1.3763130300604764,0.8213539321657574,0.6919746004781618,-0.5367205479171009,0.21523407764053834
Tomoya Ando,jp JPN,DF,St Pauli,de Bundesliga,26.0,1999.0,15,14,1260,14.0,0,1,1,0,0,0,3,0,8,2,12,12,0,6,14,23,0,25.0,0.0,0.0,0.6,-1.21,-0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0,0.2142857142857143,0.0,0.5714285714285714,0.1428571428571428,0.8571428571428572,0.8571428571428572,0.0,0.4285714285714286,1.0,1.642857142857143,0.0,-0.809444991619996,0.3331585151019478,-0.8221765122714052,-0.00578077327105424,-0.15404099361017523,-0.503921085006034,0.1944918496327997,1.5193027087580389,-0.22789348292628606,-0.484506414919551,-0.807986293660309,0.09861993269706816
André,br BRA,MF,Wolves,eng Premier League,24.0,2001.0,35,30,2762,30.7,1,0,1,1,0,0,12,0,15,1,47,43,0,40,25,42,0,6.7,0.07,1.0,0.51,-1.11,-0.15,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0325850832729905,0.0,0.0325850832729905,0.0325850832729905,0.0,0.0,0.391020999275887,0.0,0.4887762490948588,0.0325850832729905,1.5314989138305577,1.4011585807385951,0.0,1.3034033309196231,0.8146270818247647,1.3685734974656047,0.0,-0.7886842166830004,-1.1563710848352395,-0.7851797984291006,-1.1904707419246765,-1.3201276919308604,-0.5713218781896048,0.2369240508852907,0.7740659225899417,0.07911778185111795,0.6746668060745208,-0.8633126317738823,1.6700452391326677
Benjamin André,fr FRA,MF,Lille,fr Ligue 1,34.0,1990.0,27,26,2332,25.9,2,2,4,2,0,0,9,0,27,6,35,44,3,22,31,40,0,22.2,0.07,0.33,1.93,0.69,1.07,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0771869639794168,0.0771869639794168,0.1543739279588336,0.0771869639794168,0.0,0.0,0.3473413379073756,0.0,1.042024013722127,0.2315608919382504,1.350771869639794,1.6981132075471697,0.1157804459691252,0.8490566037735848,1.1963979416809605,1.5437392795883362,0.0,-0.45270660952201613,-0.4280654935745064,-0.4110517051222786,-0.4610247329290485,-0.7037594471161062,-0.8082921042365425,0.6866361833648376,1.191758921913545,1.0457414135495957,0.31006310109418056,-0.1635624829786805,1.3066566057595181
Robert Andrich,de GER,"DF,MF",Leverkusen,de Bundesliga,30.0,1994.0,32,29,2546,28.3,2,0,2,2,0,0,6,1,12,3,30,22,0,13,33,30,0,25.0,0.17,0.67,1.81,0.53,-0.52,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0706991358994501,0.0,0.0706991358994501,0.0706991358994501,0.0,0.0,0.2120974076983503,0.035349567949725,0.4241948153967007,0.1060487038491751,1.0604870384917515,0.7776904948939513,0.0,0.4595443833464258,1.1665357423409268,1.0604870384917515,0.0,0.5043389498932053,-0.8042256269931214,0.562364377985006,-0.45565522839260314,-0.42989327033344726,-0.48306055785879726,0.01633496685158072,0.02644510694331915,0.22436835042964942,0.04184446890405347,-0.807986293660309,0.0794181568047005
Samuele Angori,it ITA,MF,Pisa,it Serie A,21.0,2003.0,35,30,2599,28.9,0,2,2,0,0,0,2,0,14,3,17,54,3,165,23,25,0,21.4,0.0,0.0,0.37,-1.14,0.17,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0692574066948826,0.0692574066948826,0.0,0.0,0.0,0.0692574066948826,0.0,0.4848018468641785,0.1038861100423239,0.5886879569065024,1.8699499807618312,0.1038861100423239,5.7137360523278184,0.7964601769911505,0.8657175836860331,0.0,-1.0341415412128914,-0.5028856524304574,-1.0585089693537577,-1.1957109110327546,-1.0992581851395211,1.728942390245149,0.9468681337852791,-0.42502326200339663,0.03312013935529332,-1.2273859250470465,-0.2354490892612199,-1.0068352245409176
Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,20.0,2004.0,33,23,1892,21.0,5,1,6,5,0,0,1,0,33,12,21,43,9,19,4,9,0,36.4,0.15,0.42,1.18,-0.14,0.7,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2378435517970401,0.047568710359408,0.2854122621564482,0.2378435517970401,0.0,0.0,0.047568710359408,0.0,1.569767441860465,0.5708245243128964,0.9989429175475688,2.0454545454545454,0.4281183932346723,0.9038054968287526,0.1902748414376321,0.4281183932346723,0.0,0.7574893529508517,-0.7075315925466483,0.9365628332199856,0.23479432327361954,0.34717901127724454,-0.7797371333564892,1.2126546375892202,-1.4685039929211599,-1.5017090792912458,-0.39972629443631763,1.7241355928409339,-1.1872721939235387
Jaidon Anthony,eng ENG,MF,Burnley,eng Premier League,25.0,1999.0,37,32,2722,30.2,8,2,10,8,0,0,4,0,55,23,27,47,9,80,16,21,0,41.8,0.15,0.35,0.59,-0.96,0.07,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.2645113886847905,0.0661278471711976,0.3306392358559882,0.2645113886847905,0.0,0.0,0.1322556943423952,0.0,1.818515797207935,0.7604702424687729,0.8927259368111683,1.5540044085231446,0.2975753122703894,2.645113886847906,0.5290227773695811,0.6943423952975754,0.0,0.9583731695925765,-0.5324149353789468,1.160257144074323,0.5627640082025466,0.934645393348945,0.12846406662186136,0.46839585481815516,-0.8336773700155867,-0.6440172162081294,-0.614011350011283,0.9351635037776357,-0.48272718579175317
