Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21.0,2004.0,17,13,1170,13.0,1,1,2,1,0,0,3,0,0.15,13,5,38.5,1.0,0.38,0.08,0.2,69,34.2,81.0,5,4,30.0,0,1.29,17,19,-2,-0.15,-0.43,24,18,1,18,6,11,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,1.0,0.38461538461538464,1.8461538461538463,1.3846153846153846,0.07692307692307693,1.3846153846153846,0.46153846153846156,0.8461538461538461,0.0
Fermin López,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,30,19,1797,20.0,6,9,15,6,0,0,3,0,0.75,68,25,36.8,3.41,1.25,0.09,0.24,60,52.5,75.0,7,11,33.0,1,2.63,54,18,36,1.8,0.53,34,20,5,36,7,22,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.3005008347245409,0.4507512520868113,0.3005008347245409,0.15025041736227046,0.0,3.40567612687813,1.2520868113522536,1.702838063439065,1.001669449081803,0.25041736227045075,1.8030050083472453,0.35058430717863104,1.1018363939899833,0.0
Hugo López,es ESP,MF,Villarreal,es La Liga,18.0,2007.0,2,1,56,0.6,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,28,1.6,45.0,0,1,11.0,9,1.5,0,2,-2,-3.21,-3.96,2,0,0,2,1,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214285714285714,0.0,0.0,3.214285714285714,1.607142857142857,1.607142857142857,0.0
Javi López,es ESP,DF,Oviedo,es La Liga,23.0,2002.0,25,20,1711,19.0,0,1,1,0,0,0,3,1,0.05,7,1,14.3,0.37,0.05,0.0,0.0,68,50.0,82.0,12,5,15.0,7,0.84,17,28,-11,-0.58,0.63,38,26,2,60,20,23,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.05260081823495032,0.0,0.15780245470485096,0.05260081823495032,0.36820572764465226,0.05260081823495032,1.9988310929281123,1.3676212741087084,0.10520163646990063,3.1560490940970194,1.0520163646990064,1.2098188194038575,0.0
Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33.0,1992.0,5,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,9,1.5,,0,5,9.0,12,0.6,0,1,-1,-2.0,-1.94,0,0,0,1,1,0,0,,,,,,,,,,,,,,,FW,MF,True,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27.0,1997.0,26,22,1960,21.8,0,3,3,0,0,0,11,0,0.14,13,6,46.2,0.6,0.28,0.0,0.0,75,64.1,83.0,17,4,32.0,2,1.19,29,36,-7,-0.32,-0.65,27,8,5,83,11,17,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.1377551020408163,0.0,0.5051020408163265,0.0,0.596938775510204,0.2755102040816326,1.239795918367347,0.3673469387755102,0.22959183673469385,3.8112244897959187,0.5051020408163265,0.7806122448979592,0.0
Pau López,es ESP,GK,Real Betis,es La Liga,30.0,1994.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,23.7,90.0,9,0,,23,1.56,13,11,2,0.22,-0.09,0,2,0,0,0,1,0,11.0,1.22,39.0,29.0,71.8,4.0,2.0,3.0,2.0,22.2,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,False,False,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29.0,1995.0,28,19,1612,17.9,0,4,4,0,0,0,8,1,0.22,22,4,18.2,1.23,0.22,0.0,0.0,58,47.1,75.0,4,9,20.0,4,1.46,20,13,7,0.39,0.89,37,14,1,62,21,16,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.22332506203473945,0.0,0.4466501240694789,0.05583126550868486,1.228287841191067,0.22332506203473945,2.06575682382134,0.7816377171215881,0.05583126550868486,3.4615384615384617,1.1724565756823822,0.8933002481389578,0.0
Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20.0,2005.0,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,29,0.8,,0,1,29.0,20,1.0,0,0,0,0.0,0.66,0,0,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorran,br BRA,FW,Pisa,it Serie A,19.0,2006.0,9,0,122,1.4,1,0,1,1,0,0,0,0,0.74,3,1,33.3,2.21,0.74,0.33,1.0,14,3.6,,0,9,14.0,19,0.11,2,8,-6,-4.43,-3.36,0,3,0,5,3,3,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.7377049180327869,0.0,0.7377049180327869,0.0,0.0,2.2131147540983607,0.7377049180327869,0.0,2.2131147540983607,0.0,3.6885245901639343,2.2131147540983607,2.2131147540983607,0.0
Iker Losada,es ESP,MF,Levante,es La Liga,23.0,2001.0,23,10,902,10.0,3,1,4,3,0,0,1,0,0.4,14,4,28.6,1.4,0.4,0.21,0.75,39,26.4,62.0,0,13,22.0,14,1.0,14,16,-2,-0.2,0.23,6,7,3,22,10,12,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.29933481152993346,0.09977827050997783,0.29933481152993346,0.09977827050997783,0.0,1.3968957871396896,0.3991130820399113,0.5986696230598669,0.6984478935698448,0.29933481152993346,2.1951219512195124,0.9977827050997784,1.1973392461197339,0.0
Simone Lottici Tessadri,it ITA,MF,Cremonese,it Serie A,19.0,2006.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,15.0,0.0,0.0,,6,0.2,,0,1,6.0,2,0.0,0,0,0,0.0,0.66,0,0,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,22.0,2003.0,27,14,1367,15.2,3,2,5,3,0,0,1,1,0.33,21,6,28.6,1.38,0.4,0.14,0.5,51,44.7,79.0,4,13,20.0,4,1.07,15,28,-13,-0.86,-0.32,16,13,0,51,9,17,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.19751280175566935,0.13167520117044623,0.19751280175566935,0.06583760058522312,0.06583760058522312,1.3825896122896855,0.3950256035113387,1.0534016093635699,0.8558888076079005,0.0,3.357717629846379,0.592538405267008,1.119239209948793,0.0
Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18.0,2007.0,9,6,543,6.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,60,17.7,87.0,5,3,8.0,7,0.33,5,13,-8,-1.33,-0.93,7,3,0,9,2,16,1,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.16574585635359115,0.0,0.0,0.0,1.160220994475138,0.49723756906077343,0.0,1.4917127071823204,0.3314917127071823,2.6519337016574585,0.16574585635359115
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27.0,1998.0,6,1,161,1.8,0,1,1,0,0,0,1,0,0.56,3,1,33.3,1.68,0.56,0.0,0.0,27,4.7,60.0,0,5,20.0,14,0.67,2,5,-3,-1.68,-1.68,4,1,0,16,4,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.5590062111801242,0.0,0.5590062111801242,0.0,1.6770186335403727,0.5590062111801242,2.2360248447204967,0.5590062111801242,0.0,8.944099378881987,2.2360248447204967,2.2360248447204967,0.0
Sandi Lovrić,si SVN,MF,Hellas Verona,it Serie A,27.0,1998.0,7,3,309,3.4,0,0,0,0,0,0,1,0,0.0,2,1,50.0,0.58,0.29,0.0,0.0,44,9.0,75.0,0,4,21.0,0,0.57,0,3,-3,-0.87,0.08,5,3,0,24,5,6,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.29126213592233013,0.0,0.5825242718446603,0.29126213592233013,1.4563106796116503,0.8737864077669902,0.0,6.990291262135922,1.4563106796116503,1.7475728155339805,0.0
Felipe Loyola,cl CHI,MF,Pisa,it Serie A,24.0,2000.0,11,6,538,6.0,1,0,1,1,0,0,0,1,0.17,9,1,11.1,1.51,0.17,0.11,1.0,49,15.7,64.0,0,5,31.0,5,0.09,3,15,-12,-2.01,-0.98,8,2,0,4,6,7,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.16728624535315983,0.0,0.16728624535315983,0.0,0.16728624535315983,1.5055762081784385,0.16728624535315983,1.3382899628252787,0.33457249070631967,0.0,0.6691449814126393,1.003717472118959,1.171003717472119,0.0
Pol Lozano,es ESP,MF,Espanyol,es La Liga,25.0,1999.0,33,28,2157,24.0,2,1,3,2,0,0,12,1,0.13,17,5,29.4,0.71,0.21,0.12,0.4,65,63.1,74.0,10,5,15.0,2,1.33,30,36,-6,-0.25,0.18,64,29,0,29,23,19,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.08344923504867871,0.041724617524339355,0.08344923504867871,0.5006954102920723,0.041724617524339355,0.7093184979137692,0.20862308762169682,2.6703755215577187,1.2100139082058414,0.0,1.2100139082058414,0.9596662030598053,0.7927677329624477,0.0
Sergio Lozano,es ESP,MF,Levante,es La Liga,26.0,1999.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,12,0.4,,0,1,12.0,2,0.0,0,1,-1,-7.5,-7.16,0,0,0,0,0,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
Lucas,br BRA,"MF,DF",Burnley,eng Premier League,24.0,2001.0,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,16,4,25.0,1.02,0.26,0.0,0.0,70,41.2,87.0,14,5,21.0,13,0.45,16,29,-13,-0.83,0.24,15,4,5,56,19,22,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.0,0.0,0.063875088715401,0.063875088715401,1.022001419446416,0.255500354861604,0.9581263307310149,0.255500354861604,0.3193754435770049,3.5770049680624556,1.213626685592619,1.4052519517388218,0.0
Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,24.0,2000.0,16,4,408,4.5,1,0,1,1,0,0,1,0,0.22,15,5,33.3,3.31,1.1,0.07,0.2,26,11.9,72.0,0,12,10.0,4,1.88,4,3,1,0.22,-0.41,17,12,4,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.22058823529411764,0.0,0.22058823529411764,0.22058823529411764,0.0,3.308823529411765,1.1029411764705883,3.75,2.6470588235294117,0.8823529411764706,0.0,0.0,0.0,0.0
Lorenzo Lucca,it ITA,FW,Nottingham Forest,eng Premier League,24.0,2000.0,4,1,129,1.4,1,0,1,1,0,0,0,0,0.7,4,1,25.0,2.79,0.7,0.25,1.0,32,3.8,70.0,0,3,20.0,2,0.5,2,1,1,0.7,0.81,1,2,2,0,1,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.6976744186046512,0.0,0.6976744186046512,0.0,0.0,2.7906976744186047,0.6976744186046512,0.6976744186046512,1.3953488372093024,1.3953488372093024,0.0,0.6976744186046512,0.0,0.0
Dimitri Lucea,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,18.0,2007.0,2,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,30,2.0,45.0,0,1,15.0,1,1.5,1,0,1,1.5,0.18,1,1,0,0,2,2,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,3.0,3.0,0.0
Jhon Lucumí,co COL,DF,Bologna,it Serie A,27.0,1998.0,29,26,2287,25.4,1,0,1,1,0,0,5,0,0.04,8,2,25.0,0.31,0.08,0.13,0.5,79,66.9,85.0,23,3,22.0,4,1.48,33,28,5,0.2,0.36,23,19,1,1,30,22,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03935286401399213,0.0,0.03935286401399213,0.19676432006996064,0.0,0.314822912111937,0.07870572802798426,0.9051158723218189,0.7477044162658504,0.03935286401399213,0.03935286401399213,1.1805859204197637,0.8657630083078268,0.0
Oier Luengo,es ESP,DF,Oviedo,es La Liga,27.0,1997.0,3,3,225,2.5,0,1,1,0,0,0,1,0,0.4,1,0,0.0,0.4,0.0,0.0,,75,6.6,75.0,2,0,,12,0.25,2,6,-4,-1.6,-0.75,2,1,0,0,2,5,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.8,0.4,0.0,0.0,0.8,2.0,0.0
Florentino Luís,pt POR,MF,Burnley,eng Premier League,25.0,1999.0,31,25,2105,23.4,0,2,2,0,0,0,6,0,0.09,13,2,15.4,0.56,0.09,0.0,0.0,68,61.5,79.0,9,6,20.0,4,0.52,20,45,-25,-1.07,-0.25,40,8,1,11,40,49,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0855106888361045,0.0,0.25653206650831356,0.0,0.5558194774346793,0.0855106888361045,1.7102137767220904,0.342042755344418,0.04275534441805225,0.47030878859857483,1.7102137767220904,2.0950118764845604,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,30.0,1995.0,32,31,2448,27.2,1,2,3,1,0,0,6,1,0.11,13,3,23.1,0.48,0.11,0.08,0.33,77,71.6,79.0,16,1,9.0,2,1.16,23,37,-14,-0.51,-0.98,31,20,3,88,23,44,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03676470588235294,0.07352941176470588,0.03676470588235294,0.22058823529411764,0.03676470588235294,0.47794117647058826,0.11029411764705882,1.1397058823529411,0.7352941176470589,0.11029411764705882,3.2352941176470584,0.8455882352941176,1.6176470588235292,0.0
José Luis Morales,es ESP,MF,Levante,es La Liga,38.0,1987.0,20,1,363,4.0,1,1,2,0,1,1,1,0,0.25,11,4,36.4,2.73,0.99,0.0,0.0,18,10.6,58.0,0,19,16.0,15,1.0,9,7,2,0.5,0.97,3,4,4,11,3,5,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.24793388429752067,0.24793388429752067,0.0,0.24793388429752067,0.0,2.7272727272727275,0.9917355371900827,0.743801652892562,0.9917355371900827,0.9917355371900827,2.7272727272727275,0.743801652892562,1.2396694214876034,0.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,27.0,1998.0,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,6,4,66.7,0.89,0.6,0.17,0.25,46,17.7,75.0,1,6,13.0,2,1.23,5,8,-3,-0.45,-0.77,9,10,0,28,7,11,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.1490066225165563,0.0,0.1490066225165563,0.1490066225165563,0.0,0.8940397350993378,0.5960264900662252,1.3410596026490067,1.490066225165563,0.0,4.172185430463577,1.0430463576158941,1.6390728476821192,0.0
Douglas Luiz,br BRA,MF,Nottingham Forest,eng Premier League,27.0,1998.0,8,5,315,3.5,0,0,0,0,0,0,2,0,0.0,5,1,20.0,1.43,0.29,0.0,0.0,39,9.2,51.0,0,3,19.0,6,0.63,1,7,-6,-1.71,-1.8,4,5,0,15,7,3,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.5714285714285714,0.0,1.4285714285714284,0.2857142857142857,1.1428571428571428,1.4285714285714284,0.0,4.285714285714286,2.0,0.8571428571428572,0.0
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,32.0,1993.0,5,0,44,0.5,1,0,1,1,0,0,1,0,2.05,2,1,50.0,4.09,2.05,0.5,1.0,9,1.3,,0,5,9.0,4,1.8,1,2,-1,-2.05,-2.66,2,0,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,2.0454545454545454,0.0,2.0454545454545454,2.0454545454545454,0.0,4.090909090909091,2.0454545454545454,4.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22.0,2002.0,26,24,2176,24.2,1,0,1,1,0,0,3,0,0.04,8,2,25.0,0.33,0.08,0.13,0.5,84,71.1,88.0,22,2,27.0,2,1.88,50,33,17,0.7,0.5,11,12,1,3,31,14,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04136029411764706,0.0,0.04136029411764706,0.12408088235294118,0.0,0.33088235294117646,0.08272058823529412,0.4549632352941177,0.4963235294117647,0.04136029411764706,0.12408088235294118,1.2821691176470589,0.5790441176470588,0.0
Dodi Lukebakio,be BEL,MF,Sevilla,es La Liga,27.0,1997.0,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,2,1,50.0,1.0,0.5,0.5,1.0,90,5.3,90.0,2,0,,0,0.0,3,5,-2,-1.0,-0.67,3,3,0,10,1,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.5,1.5,0.0,5.0,0.5,0.0,0.0
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28.0,1996.0,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.16,18,6,33.3,0.93,0.31,0.06,0.17,67,50.7,80.0,12,6,24.0,3,1.19,16,22,-6,-0.31,-0.42,53,25,2,68,16,28,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.051903114186851215,0.10380622837370243,0.051903114186851215,0.4671280276816609,0.0,0.9342560553633218,0.31141868512110726,2.750865051903114,1.2975778546712802,0.10380622837370243,3.5294117647058822,0.8304498269896194,1.4532871972318337,0.0
Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23.0,2002.0,33,26,2276,25.3,0,2,2,0,0,0,2,0,0.08,20,3,15.0,0.79,0.12,0.0,0.0,69,74.4,81.0,12,7,24.0,1,0.97,35,47,-12,-0.47,-0.24,13,40,3,83,28,26,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.07908611599297012,0.0,0.07908611599297012,0.0,0.7908611599297013,0.11862917398945519,0.5140597539543058,1.5817223198594026,0.11862917398945519,3.2820738137082603,1.1072056239015817,1.0281195079086116,0.0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,26.0,1999.0,6,6,540,6.0,0,0,0,0,0,0,0,1,0.0,0,0,,0.0,0.0,,,90,15.8,90.0,6,0,,27,2.0,12,8,4,0.67,-0.52,0,0,0,0,0,0,0,7.0,1.17,23.0,16.0,69.6,3.0,2.0,1.0,1.0,16.7,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,True,False,False,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,28.0,1996.0,15,15,1307,14.5,0,1,1,0,0,0,1,0,0.07,5,2,40.0,0.34,0.14,0.0,0.0,87,38.2,87.0,12,0,,0,0.73,11,26,-15,-1.03,-0.61,9,12,1,10,12,9,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.06885998469778118,0.0,0.06885998469778118,0.0,0.3442999234889059,0.13771996939556236,0.6197398622800305,0.8263198163733741,0.06885998469778118,0.6885998469778118,0.8263198163733741,0.6197398622800305,0.0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28.0,1996.0,19,19,1706,19.0,1,0,1,1,0,0,3,0,0.05,7,3,42.9,0.37,0.16,0.14,0.33,90,49.9,90.0,18,0,,4,1.32,22,24,-2,-0.11,0.47,23,17,0,1,19,12,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.052754982415005855,0.0,0.052754982415005855,0.1582649472450176,0.0,0.3692848769050411,0.1582649472450176,1.2133645955451349,0.8968347010550997,0.0,0.052754982415005855,1.0023446658851114,0.6330597889800704,0.0
Iker Luque,es ESP,DF,Atlético Madrid,es La Liga,20.0,2005.0,1,0,28,0.3,1,0,1,1,0,0,0,0,3.21,3,2,66.7,9.64,6.43,0.33,0.5,28,0.8,,0,1,28.0,6,3.0,2,0,2,6.43,6.0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,3.214285714285714,0.0,3.214285714285714,0.0,0.0,9.642857142857142,6.428571428571428,6.428571428571428,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21.0,2004.0,3,3,198,2.2,0,0,0,0,0,0,1,0,0.0,4,0,0.0,1.82,0.0,0.0,,66,5.8,66.0,1,0,,5,0.0,2,5,-3,-1.36,-0.19,4,0,0,1,0,2,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.4545454545454546,0.0,1.8181818181818183,0.0,1.8181818181818183,0.0,0.0,0.4545454545454546,0.0,0.9090909090909092,0.0
Zito Luvumbo,ao ANG,"FW,MF",Mallorca,es La Liga,23.0,2002.0,10,6,508,5.6,0,2,2,0,0,0,2,0,0.35,9,7,77.8,1.59,1.24,0.0,0.0,51,14.9,68.0,1,4,25.0,4,1.3,7,5,2,0.35,0.73,13,20,6,19,0,0,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,False,False,0.0,0.3543307086614173,0.0,0.3543307086614173,0.0,1.594488188976378,1.2401574803149606,2.3031496062992125,3.543307086614173,1.0629921259842519,3.366141732283465,0.0,0.0,0.0
Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,23.0,2002.0,12,2,329,3.7,0,0,0,0,0,0,0,0,0.0,12,6,50.0,3.28,1.64,0.0,0.0,27,9.6,58.0,0,10,21.0,6,0.5,4,8,-4,-1.09,-0.83,4,18,0,7,1,1,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,3.282674772036474,1.641337386018237,1.094224924012158,4.924012158054711,0.0,1.9148936170212765,0.2735562310030395,0.2735562310030395,0.0
Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,31.0,1993.0,10,7,627,7.0,0,1,1,0,0,0,3,0,0.14,7,2,28.6,1.0,0.29,0.0,0.0,63,18.3,81.0,4,3,19.0,23,0.7,5,8,-3,-0.43,-0.62,8,1,0,45,6,10,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.14354066985645933,0.0,0.43062200956937796,0.0,1.0047846889952152,0.28708133971291866,1.1483253588516746,0.14354066985645933,0.0,6.45933014354067,0.8612440191387559,1.4354066985645932,0.0
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26.0,1999.0,31,31,2752,30.6,0,0,0,0,0,0,4,0,0.0,25,4,16.0,0.82,0.13,0.0,0.0,89,89.9,89.0,26,0,,0,0.9,33,54,-21,-0.69,-0.1,38,12,0,14,77,33,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0,0.0,0.1308139534883721,0.0,0.8175872093023256,0.1308139534883721,1.242732558139535,0.39244186046511625,0.0,0.45784883720930236,2.518168604651163,1.0792151162790697,0.0
Mathias Løvik,no NOR,MF,Parma,it Serie A,21.0,2003.0,9,5,471,5.2,0,0,0,0,0,0,0,0,0.0,3,0,0.0,0.57,0.0,0.0,,52,13.8,79.0,2,4,19.0,10,1.0,5,8,-3,-0.57,-0.12,3,2,2,15,7,8,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.0,0.0,0.5732484076433121,0.0,0.5732484076433121,0.38216560509554137,0.38216560509554137,2.8662420382165603,1.3375796178343948,1.5286624203821655,0.0
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23.0,2002.0,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.06,20,5,25.0,1.12,0.28,0.0,0.0,54,46.9,82.0,8,13,17.0,8,1.7,29,27,2,0.11,-0.14,17,19,1,54,18,31,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.056074766355140186,0.0,0.11214953271028037,0.0,1.1214953271028036,0.2803738317757009,0.9532710280373832,1.0654205607476637,0.056074766355140186,3.02803738317757,1.0093457943925233,1.738317757009346,0.0
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26.0,1998.0,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.2,52,12,23.1,1.76,0.41,0.04,0.17,72,77.7,82.0,20,6,20.0,0,1.54,45,41,4,0.14,-0.57,35,32,0,20,18,27,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.06772009029345372,0.13544018058690743,0.06772009029345372,0.23702031602708803,0.0,1.7607223476297968,0.4063205417607223,1.18510158013544,1.0835214446952595,0.0,0.6772009029345373,0.6094808126410836,0.9142212189616252,0.0
Tommaso Macchioni,it ITA,DF,Sassuolo,it Serie A,19.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,1,0,0.0,1.0,0.0,0.0,,90,2.6,90.0,1,0,,5,0.0,0,1,-1,-1.0,-0.92,1,0,0,0,2,0,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,31.0,1993.0,14,12,907,10.1,0,1,1,0,0,0,2,0,0.1,7,1,14.3,0.69,0.1,0.0,0.0,65,29.6,70.0,6,2,37.0,1,0.86,8,13,-5,-0.5,0.26,21,20,4,22,8,16,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.09922822491730982,0.0,0.19845644983461963,0.0,0.6945975744211687,0.09922822491730982,2.0837927232635063,1.984564498346196,0.39691289966923926,2.183020948180816,0.7938257993384785,1.587651598676957,0.0
Deiver Machado,co COL,MF,Lens,fr Ligue 1,31.0,1993.0,5,4,273,3.0,0,0,0,0,0,0,1,0,0.0,6,1,16.7,1.98,0.33,0.0,0.0,55,8.9,68.0,1,1,1.0,3,1.8,2,3,-1,-0.33,-1.36,4,8,0,4,3,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.32967032967032966,0.0,1.978021978021978,0.32967032967032966,1.3186813186813187,2.6373626373626373,0.0,1.3186813186813187,0.989010989010989,0.32967032967032966,0.0
