Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Jamie Vardy,eng ENG,FW,Cremonese,it Serie A,38.0,1987.0,29,24,2105,23.4,7,2,9,7,0,0,5,0,0.38,30,14,46.7,1.28,0.6,0.23,0.5,73,61.5,82.0,15,5,29.0,1,0.86,19,32,-13,-0.56,0.27,19,21,23,14,3,10,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.2992874109263658,0.0855106888361045,0.2992874109263658,0.2137767220902613,0.0,1.2826603325415677,0.5985748218527316,0.8123515439429929,0.8978622327790973,0.983372921615202,0.5985748218527316,0.12826603325415678,0.4275534441805226,0.0
Obed Vargas,mx MEX,MF,Atlético Madrid,es La Liga,19.0,2005.0,12,8,740,8.2,0,1,1,0,0,0,2,0,0.12,5,0,0.0,0.61,0.0,0.0,,62,21.6,80.0,5,4,24.0,4,1.25,12,14,-2,-0.24,-0.91,4,9,1,6,8,16,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.12162162162162163,0.0,0.24324324324324326,0.0,0.6081081081081081,0.0,0.4864864864864865,1.0945945945945947,0.12162162162162163,0.7297297297297298,0.972972972972973,1.945945945945946,0.0
Ruben Vargas,ch SUI,"MF,FW",Sevilla,es La Liga,26.0,1998.0,24,20,1594,17.7,3,6,9,2,1,1,2,0,0.45,41,8,19.5,2.31,0.45,0.05,0.25,66,46.6,74.0,2,4,28.0,0,1.17,18,27,-9,-0.51,-0.26,13,17,7,90,7,15,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.16938519447929737,0.33877038895859474,0.11292346298619824,0.11292346298619824,0.0,2.314930991217064,0.45169385194479295,0.7340025094102886,0.9598494353826852,0.3952321204516938,5.081555834378921,0.3952321204516938,0.8469259723964868,0.0
Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,29.0,1995.0,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,34,0,,0,0.76,29,60,-31,-0.91,,0,1,0,0,1,1,1,60.0,1.76,178.0,123.0,68.0,6.0,8.0,20.0,5.0,14.7,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353
Johan Vásquez,mx MEX,DF,Genoa,it Serie A,26.0,1998.0,36,36,3215,35.7,1,0,1,1,0,0,2,0,0.03,24,6,25.0,0.67,0.17,0.04,0.17,89,94.0,89.0,34,0,,2,1.11,39,49,-10,-0.28,-0.28,23,46,1,24,46,38,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.027993779160186624,0.0,0.027993779160186624,0.05598755832037325,0.0,0.671850699844479,0.16796267496111975,0.6438569206842925,1.287713841368585,0.027993779160186624,0.671850699844479,1.287713841368585,1.0637636080870918,0.0
Dominic Vavassori,it ITA,FW,Atalanta,it Serie A,19.0,2005.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,10,0.3,,0,1,10.0,5,1.0,1,0,1,9.0,8.63,1,1,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,29.0,1996.0,17,13,1176,13.1,1,0,1,1,0,0,2,0,0.08,12,5,41.7,0.92,0.38,0.08,0.2,69,38.4,89.0,11,4,5.0,8,0.94,16,27,-11,-0.84,-0.22,9,5,0,4,14,5,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.07653061224489796,0.0,0.07653061224489796,0.15306122448979592,0.0,0.9183673469387754,0.38265306122448983,0.6887755102040816,0.38265306122448983,0.0,0.30612244897959184,1.0714285714285714,0.38265306122448983,0.0
José Luis García Vayá,es ESP,"MF,DF",Valencia,es La Liga,26.0,1998.0,31,26,2225,24.7,2,0,2,1,1,3,4,0,0.04,24,3,12.5,0.97,0.12,0.04,0.33,72,65.1,82.0,12,5,20.0,7,1.29,24,34,-10,-0.4,-0.48,30,14,1,46,19,33,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.08089887640449439,0.0,0.040449438202247195,0.16179775280898878,0.0,0.9707865168539326,0.12134831460674157,1.2134831460674158,0.5662921348314607,0.040449438202247195,1.8606741573033707,0.7685393258426967,1.3348314606741574,0.0
Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,18.0,2007.0,14,3,379,4.2,4,2,6,4,0,0,2,0,1.42,8,6,75.0,1.9,1.42,0.5,0.67,27,12.4,59.0,0,11,18.0,2,1.86,16,6,10,2.37,2.11,8,9,3,4,3,4,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.9498680738786279,0.47493403693931396,0.9498680738786279,0.47493403693931396,0.0,1.8997361477572559,1.424802110817942,1.8997361477572559,2.1372031662269126,0.712401055408971,0.9498680738786279,0.712401055408971,0.9498680738786279,0.0
Robinio Vaz,fr FRA,FW,Roma,it Serie A,18.0,2007.0,12,0,216,2.4,1,0,1,1,0,0,0,0,0.42,5,2,40.0,2.08,0.83,0.2,0.5,18,6.3,,0,12,18.0,5,1.75,3,2,1,0.42,-0.34,2,12,3,3,2,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.41666666666666663,0.0,0.41666666666666663,0.0,0.0,2.083333333333333,0.8333333333333333,0.8333333333333333,5.0,1.25,1.25,0.8333333333333333,0.0,0.0
Franco Vázquez,ar ARG,"FW,MF",Cremonese,it Serie A,36.0,1989.0,15,4,524,5.8,1,1,2,1,0,0,1,0,0.34,12,4,33.3,2.06,0.69,0.08,0.25,35,15.3,74.0,1,11,21.0,5,0.93,5,11,-6,-1.03,-0.44,9,16,0,19,4,12,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,False,False,0.17175572519083968,0.17175572519083968,0.17175572519083968,0.17175572519083968,0.0,2.0610687022900764,0.6870229007633587,1.5458015267175573,2.748091603053435,0.0,3.263358778625954,0.6870229007633587,2.0610687022900764,0.0
Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,22.0,2003.0,24,7,974,10.8,0,0,0,0,0,0,2,0,0.0,8,2,25.0,0.74,0.18,0.0,0.0,41,28.5,87.0,5,17,21.0,14,1.38,21,18,3,0.28,0.72,16,8,2,26,4,10,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.0,0.0,0.18480492813141686,0.0,0.7392197125256674,0.18480492813141686,1.4784394250513349,0.7392197125256674,0.18480492813141686,2.402464065708419,0.3696098562628337,0.9240246406570841,0.0
Lucas Vázquez,es ESP,MF,Leverkusen,de Bundesliga,34.0,1991.0,12,6,481,5.3,1,2,3,1,0,0,2,0,0.56,4,1,25.0,0.75,0.19,0.25,1.0,40,15.7,63.0,1,6,18.0,4,1.92,11,2,9,1.68,1.27,6,8,1,20,2,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.18711018711018712,0.37422037422037424,0.18711018711018712,0.37422037422037424,0.0,0.7484407484407485,0.18711018711018712,1.1226611226611227,1.496881496881497,0.18711018711018712,3.7422037422037424,0.37422037422037424,0.7484407484407485,0.0
Luis Vázquez,ar ARG,FW,Getafe,es La Liga,24.0,2001.0,17,14,1194,13.3,3,1,4,3,0,0,2,0,0.3,25,9,36.0,1.88,0.68,0.12,0.33,70,34.9,77.0,2,3,37.0,1,1.59,12,7,5,0.38,0.82,21,32,17,2,4,3,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.22613065326633167,0.07537688442211056,0.22613065326633167,0.15075376884422112,0.0,1.8844221105527639,0.6783919597989949,1.5829145728643217,2.412060301507538,1.2814070351758793,0.15075376884422112,0.30150753768844224,0.22613065326633167,0.0
Matías Vecino,uy URU,MF,Lazio,it Serie A,33.0,1991.0,13,5,603,6.7,0,1,1,0,0,0,1,0,0.15,7,1,14.3,1.04,0.15,0.0,0.0,46,17.6,73.0,2,8,30.0,2,1.62,7,4,3,0.45,0.51,8,3,0,0,7,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.1492537313432836,0.0,0.1492537313432836,0.0,1.044776119402985,0.1492537313432836,1.1940298507462688,0.44776119402985076,0.0,0.0,1.044776119402985,1.3432835820895521,0.0
Matías Vecino,uy URU,MF,Celta Vigo,es La Liga,33.0,1991.0,6,2,135,1.5,0,0,0,0,0,0,0,0,0.0,2,0,0.0,1.33,0.0,0.0,,23,3.9,57.0,0,4,6.0,4,1.33,1,3,-2,-1.33,-1.53,4,0,0,1,4,6,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,2.666666666666667,0.0,0.0,0.6666666666666667,2.666666666666667,4.0,0.0
Danilo Veiga,pt POR,DF,Lecce,it Serie A,22.0,2002.0,36,33,3020,33.6,0,1,1,0,0,0,9,0,0.03,6,2,33.3,0.18,0.06,0.0,0.0,84,88.3,88.0,29,3,41.0,1,1.06,25,42,-17,-0.51,0.62,46,47,1,89,32,53,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.029801324503311258,0.0,0.26821192052980136,0.0,0.17880794701986755,0.059602649006622516,1.370860927152318,1.400662251655629,0.029801324503311258,2.652317880794702,0.9536423841059603,1.5794701986754969,0.0
Renato Veiga,pt POR,DF,Villarreal,es La Liga,22.0,2003.0,32,27,2481,27.6,0,0,0,0,0,0,5,1,0.0,9,3,33.3,0.33,0.11,0.0,0.0,78,72.5,88.0,26,5,21.0,3,1.84,50,37,13,0.47,-0.77,24,6,3,2,26,9,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.18137847642079807,0.036275695284159616,0.3264812575574365,0.10882708585247883,0.8706166868198306,0.21765417170495766,0.10882708585247883,0.07255139056831923,0.94316807738815,0.3264812575574365,0.0
Joël Veltman,nl NED,DF,Brighton,eng Premier League,33.0,1992.0,24,9,1057,11.7,1,0,1,1,0,0,5,0,0.09,4,1,25.0,0.34,0.09,0.25,1.0,44,30.9,83.0,7,15,21.0,9,1.75,18,12,6,0.51,0.51,10,22,2,18,19,17,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.08514664143803216,0.0,0.08514664143803216,0.42573320719016083,0.0,0.34058656575212864,0.08514664143803216,0.8514664143803217,1.8732261116367077,0.17029328287606432,1.5326395458845792,1.6177861873226111,1.447492904446547,0.0
Micky van de Ven,nl NED,DF,Tottenham Hotspur,eng Premier League,24.0,2001.0,35,35,3041,33.8,4,1,5,4,0,0,9,1,0.15,16,6,37.5,0.47,0.18,0.25,0.67,87,88.9,87.0,32,0,,1,1.09,43,47,-4,-0.12,1.07,28,22,2,3,21,20,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.11838211114764881,0.029595527786912202,0.11838211114764881,0.2663597500822098,0.029595527786912202,0.47352844459059523,0.1775731667214732,0.8286747780335415,0.6511016113120683,0.059191055573824404,0.0887865833607366,0.6215060835251562,0.591910555738244,0.0
Unai Vencedor Paris,es ESP,MF,Levante,es La Liga,24.0,2000.0,16,11,812,9.0,0,0,0,0,0,0,3,1,0.0,0,0,,0.0,0.0,,,51,23.7,67.0,0,5,15.0,9,0.88,7,16,-9,-1.0,-0.82,25,8,0,23,4,13,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.33251231527093594,0.11083743842364532,0.0,0.0,2.770935960591133,0.8866995073891626,0.0,2.5492610837438425,0.4433497536945813,1.4408866995073892,0.0
Lorenzo Venturino,it ITA,FW,Genoa,it Serie A,19.0,2006.0,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,1,1,100.0,2.25,2.25,0.0,0.0,20,1.2,,0,2,20.0,19,0.5,0,0,0,0.0,0.27,1,0,0,8,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,2.25,2.25,2.25,0.0,0.0,18.0,0.0,0.0,0.0
Lorenzo Venturino,it ITA,MF,Roma,it Serie A,19.0,2006.0,10,1,207,2.3,0,0,0,0,0,0,0,0,0.0,4,0,0.0,1.74,0.0,0.0,,21,6.1,45.0,0,9,18.0,6,1.8,6,2,4,1.74,1.07,0,3,1,28,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,1.3043478260869565,0.43478260869565216,12.17391304347826,0.0,0.0,0.0
Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,de Bundesliga,22.0,2003.0,21,6,660,7.3,0,1,1,0,0,0,3,0,0.14,4,1,25.0,0.55,0.14,0.0,0.0,31,21.6,67.0,2,15,17.0,8,1.1,9,13,-4,-0.55,-0.36,12,10,1,21,10,13,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,False,False,0.0,0.13636363636363635,0.0,0.40909090909090906,0.0,0.5454545454545454,0.13636363636363635,1.6363636363636362,1.3636363636363638,0.13636363636363635,2.8636363636363633,1.3636363636363638,1.7727272727272725,0.0
Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,22.0,2002.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0,0,,0.0,0.0,,,90,100.0,90.0,38,0,,0,1.39,52,46,6,0.16,,2,2,0,0,0,1,1,46.0,1.21,145.0,103.0,71.7,14.0,11.0,13.0,10.0,26.3,6.0,5.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.052631578947368425,0.052631578947368425,0.0,0.0,0.0,0.026315789473684213,0.026315789473684213
Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,28.0,1997.0,18,7,790,8.8,0,0,0,0,0,0,3,1,0.0,3,1,33.3,0.34,0.11,0.0,0.0,44,25.8,84.0,3,11,19.0,7,1.61,9,10,-1,-0.11,-0.75,14,3,0,30,15,10,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.34177215189873417,0.11392405063291139,0.34177215189873417,0.11392405063291139,1.5949367088607596,0.34177215189873417,0.0,3.4177215189873418,1.7088607594936709,1.139240506329114,0.0
Antonio Vergara,it ITA,MF,Napoli,it Serie A,22.0,2003.0,12,8,612,6.8,1,2,3,1,0,0,2,0,0.44,10,3,30.0,1.47,0.44,0.1,0.33,51,17.9,73.0,1,4,8.0,17,2.17,11,9,2,0.29,-0.35,17,20,2,11,4,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.14705882352941177,0.29411764705882354,0.14705882352941177,0.29411764705882354,0.0,1.4705882352941178,0.4411764705882353,2.5,2.9411764705882355,0.29411764705882354,1.6176470588235292,0.5882352941176471,1.3235294117647058,0.0
Arthur Vermeeren,be BEL,MF,Marseille,fr Ligue 1,20.0,2005.0,20,10,828,9.2,0,1,1,0,0,0,1,1,0.11,3,1,33.3,0.33,0.11,0.0,0.0,41,27.1,68.0,4,10,15.0,10,1.8,11,14,-3,-0.33,-1.17,15,1,0,3,11,11,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.10869565217391304,0.0,0.10869565217391304,0.10869565217391304,0.32608695652173914,0.10869565217391304,1.6304347826086958,0.10869565217391304,0.0,0.32608695652173914,1.1956521739130435,1.1956521739130435,0.0
Ioan Vermeșan,ro ROU,FW,Hellas Verona,it Serie A,18.0,2006.0,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,4,1,25.0,4.5,1.13,0.0,0.0,13,2.3,,0,6,13.0,7,0.33,1,1,0,0.0,0.97,0,1,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,4.5,1.125,0.0,1.125,0.0,0.0,0.0,0.0,0.0
Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,20.0,2004.0,9,3,446,5.0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.2,0.0,0.0,,50,13.0,87.0,2,6,31.0,22,1.33,6,9,-3,-0.61,-0.61,6,3,0,0,4,3,1,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,0.20179372197309417,0.0,1.2107623318385652,0.6053811659192826,0.0,0.0,0.8071748878923767,0.6053811659192826,0.20179372197309417
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,32.0,1993.0,23,1,465,5.2,0,0,0,0,0,0,0,0,0.0,3,0,0.0,0.58,0.0,0.0,,20,13.6,45.0,0,22,19.0,13,1.13,6,13,-7,-1.35,-1.11,8,7,0,4,9,10,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.0,1.5483870967741935,1.3548387096774195,0.0,0.7741935483870968,1.7419354838709677,1.935483870967742,0.0
Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,28.0,1996.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,81.6,90.0,31,0,,2,0.97,40,50,-10,-0.32,-0.47,0,3,0,0,0,1,0,50.0,1.61,131.0,83.0,63.4,7.0,9.0,15.0,7.0,22.6,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.03225806451612903,0.0
Carlos Vicente,es ESP,MF,Alavés,es La Liga,26.0,1999.0,21,11,1258,14.0,5,0,5,2,3,3,1,0,0.14,12,6,50.0,0.86,0.43,0.17,0.33,60,36.8,79.0,6,10,39.0,0,1.05,12,19,-7,-0.5,-0.29,12,42,10,128,7,18,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.35771065182829886,0.0,0.14308426073131955,0.07154213036565978,0.0,0.8585055643879173,0.4292527821939586,0.8585055643879173,3.0047694753577106,0.7154213036565977,9.157392686804451,0.5007949125596184,1.287758346581876,0.0
Nacho Vidal,es ESP,DF,Oviedo,es La Liga,30.0,1995.0,29,27,2263,25.1,0,0,0,0,0,0,4,0,0.0,15,3,20.0,0.6,0.12,0.0,0.0,78,66.2,83.0,16,2,16.0,2,0.79,18,32,-14,-0.56,1.0,24,27,1,40,29,30,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.1590808661069377,0.0,0.5965532479010164,0.11931064958020328,0.9544851966416262,1.0737958462218293,0.039770216526734424,1.590808661069377,1.1533362792752984,1.1931064958020328,0.0
Fabio Vieira,pt POR,"MF,FW",Hamburger SV,de Bundesliga,25.0,2000.0,29,25,2206,24.5,7,5,12,6,1,1,4,2,0.45,59,19,32.2,2.41,0.78,0.1,0.32,76,72.1,84.0,10,4,24.0,0,1.14,29,36,-7,-0.29,0.45,18,44,1,59,15,9,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.28558476881233,0.20398912058023572,0.24478694469628287,0.16319129646418856,0.08159564823209428,2.4070716228467814,0.7751586582048957,0.7343608340888486,1.7951042611060744,0.04079782411604714,2.4070716228467814,0.6119673617407072,0.3671804170444243,0.0
Julián Vignolo,ar ARG,MF,Toulouse,fr Ligue 1,18.0,2006.0,13,1,195,2.2,2,0,2,2,0,0,0,0,0.92,8,7,87.5,3.69,3.23,0.25,0.29,15,6.4,45.0,0,12,13.0,20,1.15,4,4,0,0.0,-0.03,3,1,0,10,0,3,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.9230769230769231,0.0,0.9230769230769231,0.0,0.0,3.6923076923076925,3.2307692307692304,1.3846153846153846,0.46153846153846156,0.0,4.615384615384615,0.0,1.3846153846153846,0.0
Gonzalo Villar,es ESP,MF,Elche,es La Liga,27.0,1998.0,12,8,718,8.0,1,0,1,1,0,0,3,0,0.13,4,1,25.0,0.5,0.13,0.25,1.0,60,21.0,80.0,4,4,19.0,4,1.42,11,10,1,0.13,0.43,11,25,0,11,2,9,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.12534818941504178,0.0,0.12534818941504178,0.3760445682451254,0.0,0.5013927576601671,0.12534818941504178,1.3788300835654597,3.1337047353760448,0.0,1.3788300835654597,0.25069637883008355,1.128133704735376,0.0
Federico Viñas,uy URU,"FW,MF",Oviedo,es La Liga,27.0,1998.0,33,28,2439,27.1,9,1,10,7,2,2,7,3,0.3,57,21,36.8,2.1,0.77,0.12,0.33,74,71.3,83.0,12,5,26.0,0,0.85,20,38,-18,-0.66,0.8,46,69,13,3,13,32,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.33210332103321033,0.03690036900369004,0.25830258302583026,0.25830258302583026,0.11070110701107011,2.103321033210332,0.7749077490774907,1.6974169741697418,2.5461254612546123,0.4797047970479705,0.11070110701107011,0.4797047970479705,1.1808118081180812,0.0
Jan Virgili,es ESP,"MF,FW",Mallorca,es La Liga,19.0,2006.0,31,19,1792,19.9,2,4,6,2,0,0,0,1,0.3,32,16,50.0,1.61,0.8,0.06,0.13,58,52.4,79.0,5,12,24.0,0,1.13,28,31,-3,-0.15,0.24,22,24,2,47,7,10,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.10044642857142856,0.20089285714285712,0.10044642857142856,0.0,0.05022321428571428,1.607142857142857,0.8035714285714285,1.1049107142857142,1.2053571428571428,0.10044642857142856,2.3604910714285716,0.3515625,0.5022321428571429,0.0
Mattia Viti,it ITA,"MF,DF",Fiorentina,it Serie A,23.0,2002.0,10,2,265,2.9,0,0,0,0,0,0,3,1,0.0,0,0,,0.0,0.0,,,27,7.7,65.0,0,8,17.0,7,0.6,1,6,-5,-1.7,-1.58,9,4,0,0,3,4,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,False,False,False,0.0,0.0,0.0,1.0188679245283019,0.33962264150943394,0.0,0.0,3.0566037735849054,1.3584905660377358,0.0,0.0,1.0188679245283019,1.3584905660377358,0.0
Martin Vitík,cz CZE,DF,Bologna,it Serie A,22.0,2003.0,19,14,1325,14.7,0,0,0,0,0,0,3,0,0.0,8,2,25.0,0.54,0.14,0.0,0.0,70,38.7,81.0,11,5,37.0,13,1.58,17,18,-1,-0.07,-0.24,23,4,0,2,8,22,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.2037735849056604,0.0,0.5433962264150943,0.13584905660377358,1.562264150943396,0.27169811320754716,0.0,0.13584905660377358,0.5433962264150943,1.4943396226415095,0.0
Vitinha,pt POR,"FW,MF",Genoa,it Serie A,25.0,2000.0,35,28,2226,24.7,5,1,6,5,0,0,5,0,0.24,65,20,30.8,2.63,0.81,0.08,0.25,64,65.1,75.0,5,7,17.0,2,1.06,26,34,-8,-0.32,-0.17,33,68,14,67,14,32,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.20215633423180593,0.04043126684636119,0.20215633423180593,0.20215633423180593,0.0,2.628032345013477,0.8086253369272237,1.3342318059299192,2.7493261455525606,0.5660377358490566,2.7088948787061997,0.5660377358490566,1.293800539083558,0.0
Vitinha,pt POR,MF,Paris Saint-Germain,fr Ligue 1,25.0,2000.0,29,24,2119,23.5,1,7,8,1,0,0,2,0,0.34,34,10,29.4,1.44,0.42,0.03,0.1,73,69.2,81.0,18,5,35.0,2,2.24,50,19,31,1.32,-0.02,14,21,0,21,26,20,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.04247286455875413,0.2973100519112789,0.04247286455875413,0.08494572911750826,0.0,1.4440773949976404,0.4247286455875413,0.5946201038225578,0.8919301557338368,0.0,0.8919301557338368,1.1042944785276074,0.8494572911750826,0.0
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,26.0,1999.0,31,28,2564,28.5,1,0,1,1,0,0,8,1,0.04,17,6,35.3,0.6,0.21,0.06,0.17,83,75.0,87.0,26,3,40.0,1,1.06,28,44,-16,-0.56,-0.67,38,17,1,11,34,38,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.035101404056162244,0.0,0.035101404056162244,0.28081123244929795,0.035101404056162244,0.5967238689547583,0.2106084243369735,1.3338533541341655,0.5967238689547583,0.035101404056162244,0.38611544461778474,1.1934477379095165,1.3338533541341655,0.0
Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31.0,1994.0,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,86.8,90.0,33,0,,3,1.18,39,52,-13,-0.39,-0.19,0,2,0,0,1,0,0,52.0,1.58,131.0,88.0,66.4,11.0,6.0,16.0,5.0,15.2,10.0,8.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.030303030303030304,0.0,0.0
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,25.0,2000.0,19,11,968,10.8,7,1,8,6,1,1,0,0,0.65,49,18,36.7,4.56,1.67,0.12,0.33,51,28.3,73.0,2,8,21.0,1,1.58,16,12,4,0.37,-0.47,9,18,9,3,2,3,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.6508264462809917,0.09297520661157024,0.5578512396694215,0.0,0.0,4.555785123966942,1.6735537190082646,0.8367768595041323,1.6735537190082646,0.8367768595041323,0.27892561983471076,0.1859504132231405,0.27892561983471076,0.0
Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,27.0,1997.0,37,36,3043,33.8,8,3,11,3,5,5,7,0,0.18,49,17,34.7,1.45,0.5,0.06,0.18,82,89.0,84.0,23,1,33.0,0,1.19,37,57,-20,-0.59,-0.83,44,45,4,48,22,39,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2366086099244167,0.08872822872165627,0.08872822872165627,0.2070325336838646,0.0,1.449227735787052,0.5027932960893855,1.3013473545842917,1.3309234308248439,0.11830430496220835,1.4196516595465003,0.6506736772921459,1.1534669733815315,0.0
Mërgim Vojvoda,xk KVX,"MF,DF",Como,it Serie A,30.0,1995.0,30,19,1591,17.7,2,2,4,2,0,0,2,0,0.23,18,7,38.9,1.02,0.4,0.11,0.29,53,46.5,69.0,4,11,26.0,7,1.9,33,14,19,1.07,0.24,15,12,5,66,14,4,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.11313639220615965,0.11313639220615965,0.11313639220615965,0.11313639220615965,0.0,1.0182275298554369,0.39597737272155875,0.8485229415461973,0.6788183532369579,0.28284098051539913,3.733500942803268,0.7919547454431175,0.2262727844123193,0.0
